is_shorts,duration_seconds,channel_subscriber_count,channel_view_count,channel_video_count,channel_age_days,video_category_id,video_trending_country,channel_country_int,video_licensed_content,publish_hour,publish_day_of_week,title_length,tag_count,reach_level
0,614.0,449.0,3503.0,77.0,4777,6,0,54,0,9,2,78,1,1
0,178.0,4300000.0,2120443517.0,1591.0,2377,4,1,23,1,11,4,25,1,2
0,798.0,61400.0,19627590.0,619.0,3431,6,1,45,1,16,5,34,1,1
1,54.0,450000.0,156724153.0,1234.0,3022,6,0,45,0,13,3,49,0,1
0,1158.0,139000.0,86810870.0,2302.0,3637,6,1,45,1,11,2,72,1,1
0,190.0,1190.0,4245137.0,96.0,2103,8,1,54,1,1,3,8,1,1
0,841.0,158000.0,37635630.0,424.0,1644,6,1,54,1,11,4,9,0,1
0,483.0,12400.0,30701312.0,2367.0,1112,6,0,18,1,8,4,23,1,1
0,25135.0,271000.0,154962711.0,4537.0,2242,6,0,45,1,1,6,69,1,2
0,136.0,597000.0,544616648.0,323.0,1150,10,1,53,1,9,4,31,1,1
0,64.0,4520000.0,3543546483.0,59347.0,4904,9,0,54,1,22,1,51,1,3
0,547.0,23400.0,10748100.0,422.0,307,6,1,18,1,10,2,57,1,1
0,201.0,62.0,148613.0,4.0,157,8,1,54,1,10,1,4,1,1
0,25011.0,34800.0,9040823.0,1067.0,1866,6,1,45,1,20,4,63,0,1
0,3144.0,40400.0,9342281.0,3745.0,3944,6,0,9,1,22,4,90,1,1
0,23519.0,1880000.0,1088941399.0,2861.0,2914,6,1,23,1,13,6,52,1,3
0,407.0,7520.0,3571972.0,199.0,1787,10,0,45,1,13,6,28,0,1
1,48.0,2740000.0,1294943740.0,29306.0,5345,9,1,45,1,1,5,39,1,3
0,1466.0,147000.0,49257824.0,1854.0,2522,6,1,45,1,4,6,66,1,1
1,56.0,58400.0,48432863.0,682.0,919,10,1,18,1,12,2,18,1,2
0,167.0,356000.0,535694180.0,730.0,2213,8,1,45,1,11,1,59,1,1
0,1086.0,31800.0,8148439.0,128.0,448,10,1,23,1,10,1,35,1,1
0,422.0,31300.0,9242645.0,352.0,584,6,1,53,1,2,4,29,1,1
0,195.0,163000.0,161988556.0,7.0,218,8,0,54,1,10,3,6,1,3
0,103.0,741000.0,232689143.0,44.0,2468,6,1,41,1,23,2,38,1,3
0,486.0,45100.0,23426973.0,1952.0,2727,6,1,45,1,16,0,70,1,1
1,56.0,23800.0,15478877.0,1530.0,1198,4,1,18,1,10,6,92,1,1
0,7476.0,512000.0,323153054.0,80378.0,5665,9,1,45,1,8,4,99,1,1
0,239.0,21700000.0,17723684293.0,41078.0,7260,4,1,54,1,11,3,64,1,2
0,244.0,1630.0,2744970.0,24.0,165,8,1,34,1,10,4,46,1,2
0,183.0,2550000.0,1307267811.0,253.0,3705,8,1,23,1,10,4,47,0,3
0,638.0,495000.0,213727457.0,1357.0,6660,4,0,18,1,8,1,49,1,1
0,2012.0,327000.0,106013189.0,988.0,1935,6,1,45,1,11,2,72,1,1
0,7041.0,2740000.0,1018564578.0,2361.0,2396,6,0,23,1,13,6,71,1,1
0,728.0,346000.0,155603900.0,4991.0,5165,6,1,45,1,9,2,66,1,1
0,502.0,15900.0,16859082.0,483.0,811,6,1,45,1,10,0,52,1,1
0,1917.0,9050.0,3901732.0,278.0,1387,4,1,45,1,10,6,31,1,1
0,578.0,4670000.0,1412994914.0,2041.0,2767,8,0,54,1,14,4,43,1,1
0,851.0,772000.0,141704978.0,436.0,5755,9,0,18,1,12,3,95,1,2
0,192.0,33500000.0,32647675231.0,4645.0,7251,8,1,54,1,9,0,29,1,2
0,212.0,150.0,143420.0,10.0,108,8,1,54,1,16,3,26,1,1
0,203.0,5390.0,342301.0,10.0,1171,8,1,54,1,17,4,4,1,1
0,532.0,15100.0,6213031.0,640.0,1383,6,0,18,1,10,5,31,1,1
0,13701.0,112000.0,35443640.0,3188.0,6648,6,0,18,1,18,6,59,1,1
0,208.0,58800.0,27218220.0,66.0,2740,8,1,54,1,13,3,99,0,1
1,16.0,101000.0,86659680.0,1755.0,3754,8,0,18,1,13,5,34,1,1
0,493.0,231000.0,190555076.0,1403.0,3617,6,1,45,1,13,3,45,1,1
0,531.0,102000.0,18737058.0,729.0,1848,10,1,18,1,6,2,41,0,1
0,63.0,30800.0,30068650.0,890.0,656,10,1,18,1,11,4,28,1,1
0,606.0,192000.0,85937453.0,3976.0,4992,6,1,45,1,4,5,67,1,1
0,16853.0,36500.0,66035509.0,2973.0,5001,6,1,45,1,16,2,30,1,1
0,78.0,1270000.0,724820201.0,1256.0,634,10,1,18,1,8,0,80,1,1
0,482.0,12500.0,24772908.0,407.0,1028,6,1,45,1,10,5,27,1,1
0,1302.0,64300.0,80390293.0,2270.0,3976,6,0,45,1,10,2,82,1,1
0,269.0,331000.0,232029104.0,1260.0,4748,6,0,18,0,12,1,46,1,1
0,401.0,162000.0,128968139.0,505.0,4875,6,1,45,1,10,6,43,1,1
0,483.0,7330.0,1299936.0,45.0,6174,6,0,18,1,9,4,12,0,1
0,894.0,1560000.0,753035435.0,1079.0,5731,6,1,45,1,11,2,70,1,1
1,32.0,13900.0,6881823.0,275.0,640,10,1,18,1,7,2,37,1,1
0,8728.0,183000.0,124779844.0,3233.0,3118,4,0,54,0,17,5,24,0,1
1,54.0,20900.0,56376852.0,722.0,507,13,1,18,1,1,1,44,1,1
0,2052.0,6600000.0,2250255538.0,551.0,4084,4,0,39,1,15,2,34,0,3
0,615.0,1000000.0,838338512.0,5471.0,4223,6,1,54,1,9,1,58,1,1
0,349.0,25600.0,8003774.0,95.0,591,6,1,53,1,10,3,19,1,1
0,1602.0,17500.0,3632707.0,873.0,2872,6,0,18,1,4,3,79,1,1
1,57.0,46700.0,33355499.0,1339.0,1554,10,1,18,1,17,5,67,1,1
0,159.0,364000.0,69660928.0,566.0,1660,6,1,53,0,4,4,24,0,1
0,964.0,77200.0,32093075.0,585.0,3568,6,1,45,1,10,6,16,0,1
0,11339.0,37000.0,67968085.0,3044.0,5001,4,1,45,1,14,1,26,0,1
0,874.0,27700.0,3332972.0,274.0,1503,6,1,45,1,10,5,35,1,1
0,729.0,305000.0,194138559.0,5562.0,4908,6,0,18,1,8,2,49,1,1
0,1180.0,43900.0,19793376.0,462.0,3064,6,1,45,1,9,4,66,1,1
1,50.0,438000.0,115266359.0,2314.0,2237,5,1,53,1,11,5,91,1,1
1,58.0,69400.0,52015790.0,3350.0,5664,4,1,45,1,11,0,43,1,1
0,23614.0,353000.0,53192093.0,679.0,683,6,0,54,1,13,6,84,1,2
0,12268.0,53200.0,7710410.0,402.0,3423,6,1,54,1,18,2,32,1,1
0,1929.0,2880.0,237176.0,37.0,64,6,1,54,1,17,4,33,1,1
0,73.0,180000.0,461881282.0,3168.0,638,10,1,18,1,5,5,62,1,1
0,506.0,36700.0,11922696.0,1051.0,3438,6,1,45,1,12,4,57,0,1
1,11.0,1520000.0,3006730541.0,266137.0,5664,9,1,45,1,16,5,38,1,1
0,533.0,208000.0,283589088.0,2824.0,5206,6,1,45,1,1,5,45,0,1
0,2908.0,1200000.0,653419091.0,3767.0,4398,10,1,45,1,10,3,68,1,2
0,905.0,20500.0,12145113.0,657.0,1412,6,0,6,1,10,2,14,1,1
0,1308.0,104000.0,258522428.0,24642.0,2307,6,1,54,1,4,2,39,1,1
1,16.0,1840000.0,580042131.0,787.0,794,10,1,18,1,0,5,40,1,1
0,650.0,1780.0,389299.0,33.0,188,6,1,39,1,9,2,29,1,1
0,562.0,383000.0,343302893.0,2920.0,4189,6,1,45,1,4,3,53,1,1
0,141.0,68900.0,23024767.0,1066.0,4298,6,0,18,1,8,4,83,1,1
0,697.0,710000.0,82430906.0,589.0,2325,7,1,45,1,10,2,42,0,1
0,580.0,29100.0,7699815.0,1132.0,2752,6,0,45,1,10,0,68,1,1
0,199.0,6650000.0,5571444387.0,2301.0,5794,8,1,41,1,5,4,29,0,1
0,11115.0,1350000.0,579467555.0,3924.0,1682,6,1,45,1,16,5,51,1,1
0,884.0,1120000.0,333414446.0,852.0,3720,4,0,54,1,11,0,16,0,1
1,28.0,19100.0,41829819.0,1617.0,884,4,1,45,1,12,4,82,1,1
0,12032.0,46900.0,27399659.0,2124.0,2727,6,1,45,1,11,0,31,1,1
0,975.0,192000.0,69250927.0,2955.0,1262,5,1,53,1,11,1,30,1,1
0,622.0,510000.0,724010570.0,3931.0,4220,6,1,54,1,9,1,98,1,1
0,673.0,1030000.0,829500935.0,85147.0,4578,9,1,45,1,16,1,69,1,1
0,529.0,17300.0,4543028.0,114.0,5764,6,0,23,1,10,1,61,1,1
0,521.0,826000.0,1287122937.0,1112.0,2016,6,1,45,1,1,5,34,1,1
0,957.0,1270000.0,1759067043.0,325682.0,6933,9,1,45,1,7,2,51,1,1
0,892.0,1570000.0,757914454.0,1082.0,5731,6,1,45,1,10,4,68,1,1
0,1150.0,547000.0,258198532.0,1973.0,2799,6,1,45,1,10,1,14,1,1
0,172.0,10100.0,266363441.0,63.0,970,8,1,54,1,15,6,11,1,1
0,209.0,76400000.0,37680427463.0,2282.0,6442,8,1,41,1,9,0,42,1,3
0,9114.0,207000.0,52119465.0,1298.0,3402,13,0,52,1,10,5,92,1,1
0,222.0,12500.0,2150954.0,67.0,524,6,1,54,1,4,5,24,0,1
0,3986.0,3260000.0,2413423967.0,5499.0,6101,6,1,45,1,6,5,91,1,1
0,34385.0,55000.0,44551211.0,3417.0,1822,6,1,45,1,14,2,97,1,1
0,276.0,38400.0,21958629.0,42.0,1820,8,1,45,0,4,1,55,0,1
0,21606.0,402000.0,240450315.0,2197.0,1873,6,0,54,1,20,0,37,0,1
0,340.0,124000.0,77873905.0,6537.0,6594,6,1,45,1,14,6,94,0,1
0,1985.0,385000.0,277585665.0,5120.0,7065,6,1,45,1,10,4,40,1,1
0,512.0,26700.0,13527814.0,491.0,307,6,1,18,1,9,2,56,1,1
1,54.0,69700.0,52392693.0,3356.0,5664,4,1,45,1,12,2,40,1,1
0,19466.0,1170000.0,1072125823.0,37697.0,5804,13,0,39,1,18,5,95,0,2
0,152.0,13.0,7596682.0,1.0,471,8,0,54,1,7,2,36,1,3
0,532.0,85200.0,8235108.0,164.0,5871,8,0,18,0,14,6,56,1,1
0,371.0,88200.0,79391860.0,785.0,948,6,1,45,1,23,1,25,0,1
0,229.0,124000.0,43249597.0,51.0,5333,8,1,45,0,8,4,37,0,1
1,52.0,894000.0,332905216.0,451.0,1115,11,1,53,1,14,4,52,1,1
0,9219.0,1320000.0,563232523.0,3844.0,1682,6,0,45,1,15,0,75,1,1
0,111.0,255000.0,209391902.0,1192.0,2076,4,1,45,1,4,3,21,0,1
0,1387.0,24400.0,17315078.0,1265.0,1953,6,0,18,1,2,6,47,0,1
0,14772.0,24300.0,19892550.0,2381.0,1601,4,0,18,1,15,4,30,1,1
0,4124.0,126000.0,54991160.0,387.0,4557,6,1,45,1,10,4,73,1,1
0,1124.0,59500.0,39894043.0,322.0,2942,6,1,18,1,9,4,44,1,1
1,24.0,21600000.0,4972417884.0,1141.0,4740,6,1,54,0,9,3,48,1,3
0,3957.0,114000.0,41873467.0,839.0,4419,8,1,45,1,23,5,64,1,1
0,607.0,732000.0,292547590.0,1515.0,1998,6,1,45,1,11,5,73,1,1
0,362.0,796000.0,1053781263.0,258512.0,2270,9,1,45,1,4,6,41,1,2
0,566.0,31300.0,23266510.0,1194.0,3790,10,0,45,1,13,0,64,0,1
1,12.0,60800.0,74467773.0,1102.0,884,11,1,53,1,16,4,27,1,1
0,208.0,2880000.0,4544673531.0,2607.0,6010,8,1,54,1,11,4,46,0,1
1,20.0,22900000.0,15812619674.0,2449.0,2293,10,0,53,1,16,6,57,1,3
0,417.0,1620.0,243616.0,37.0,1305,6,1,18,1,12,6,47,0,1
0,894.0,19000.0,10817671.0,582.0,1412,6,0,6,1,10,6,35,1,1
0,1680.0,268000.0,18443873.0,725.0,4894,3,1,45,1,13,3,55,1,1
0,885.0,250000.0,79196645.0,746.0,2065,5,0,18,1,12,1,95,1,1
0,16768.0,17200.0,8061210.0,2142.0,2333,10,1,18,1,10,0,19,0,1
0,230.0,45.0,164511.0,0.0,31,8,1,54,1,15,1,9,1,1
0,1105.0,142000.0,44796397.0,1686.0,2522,6,1,45,1,3,3,81,1,1
0,1089.0,12500.0,5569479.0,877.0,4347,6,0,54,1,10,1,72,0,1
1,21.0,601000.0,1265010160.0,105726.0,5033,11,1,45,1,13,2,38,1,2
0,742.0,184000.0,40161116.0,767.0,1003,6,1,54,1,10,5,61,0,1
1,29.0,247000.0,283271810.0,8721.0,1856,4,1,45,1,15,2,49,1,1
0,12725.0,777000.0,156617154.0,453.0,589,10,1,18,1,17,6,97,1,3
0,117.0,138000.0,37369672.0,611.0,1061,3,0,45,1,7,5,46,1,1
0,1008.0,64700.0,81496013.0,2311.0,3976,6,0,45,1,10,3,64,1,1
0,206.0,37200.0,6676326.0,670.0,1634,6,1,45,1,2,6,23,0,1
0,199.0,924.0,2388443.0,35.0,646,8,1,23,1,12,2,41,1,1
1,50.0,425000.0,466819355.0,1486.0,1425,10,1,18,1,4,0,33,1,1
1,53.0,389000.0,275744563.0,73705.0,2971,13,1,45,1,8,6,37,1,2
0,809.0,347000.0,156146707.0,5007.0,5165,6,1,45,1,9,4,65,1,1
1,20.0,89400.0,72260592.0,594.0,427,10,1,18,1,10,1,31,1,1
0,540.0,31700.0,4505799.0,211.0,3043,6,1,45,1,10,6,33,0,1
0,2265.0,2230.0,476739.0,172.0,1395,6,1,45,1,23,6,34,1,1
0,93.0,139000.0,149026909.0,1954.0,5873,5,1,45,0,10,2,34,0,1
0,190.0,3560000.0,776116864.0,477.0,2178,8,1,54,1,12,4,71,0,1
1,22.0,11.0,33408.0,1.0,4707,10,1,54,0,19,1,17,0,1
0,1416.0,56600.0,37609516.0,1131.0,4979,6,0,54,1,10,1,27,1,1
0,62.0,170000.0,104675410.0,844.0,2073,4,1,45,1,8,6,72,1,1
0,113.0,131000.0,288392923.0,2604.0,638,10,0,18,1,0,2,72,1,3
0,616.0,419.0,67008.0,18.0,188,6,1,39,0,13,6,21,1,1
0,14783.0,973000.0,124686004.0,1492.0,3228,6,0,54,0,22,0,33,1,1
0,123.0,137000.0,151683089.0,1063.0,520,10,1,18,1,11,1,50,1,1
0,361.0,4170000.0,1241636878.0,74.0,4938,10,1,54,0,4,3,78,0,1
0,878.0,633000.0,357636560.0,14354.0,5397,6,0,45,1,12,5,18,1,1
0,611.0,87600.0,7460282.0,34.0,238,6,0,45,1,10,3,61,1,1
0,531.0,465000.0,302431044.0,2953.0,4429,6,1,45,1,11,0,65,1,1
0,1737.0,2220000.0,396854867.0,262.0,2128,6,0,53,1,13,5,38,1,1
0,252.0,66.0,4006.0,1.0,106,8,1,54,1,10,1,4,1,1
0,774.0,833000.0,158338548.0,459.0,5755,9,0,18,1,12,2,99,0,2
0,646.0,46100.0,20490984.0,368.0,393,10,1,45,1,9,3,43,0,1
0,1016.0,6140.0,2422666.0,215.0,5052,6,1,54,1,3,4,27,1,1
1,22.0,649000.0,2446794278.0,73886.0,5055,2,1,45,1,14,0,35,1,1
1,11.0,99300.0,84566490.0,2148.0,3754,8,0,18,1,13,6,99,1,1
0,2099.0,15800000.0,13551648550.0,1259.0,1853,6,0,53,1,13,5,76,1,2
0,629.0,1290000.0,329571572.0,847.0,4116,5,1,45,1,2,2,35,1,2
0,3116.0,1150000.0,1000145932.0,21584.0,2747,9,1,45,1,13,2,92,1,1
1,14.0,2400000.0,1158600220.0,564.0,1934,10,1,49,1,7,1,31,0,3
0,2407.0,4420.0,1462260.0,123.0,5491,3,1,45,1,10,2,27,0,1
0,1887.0,81600.0,43216022.0,823.0,2255,6,1,45,1,15,3,33,1,1
0,204.0,132000.0,122110971.0,423.0,995,8,0,18,0,13,1,38,1,1
0,1799.0,13600.0,5002879.0,257.0,203,6,1,18,1,10,5,31,1,1
1,15.0,57300.0,37595507.0,799.0,521,10,1,53,1,6,3,98,1,1
0,7845.0,329000.0,72729420.0,334.0,427,10,1,45,1,3,4,88,1,1
0,486.0,148000.0,74698593.0,932.0,4141,6,1,45,1,10,3,37,1,1
0,998.0,7320000.0,2189204319.0,1564.0,1661,6,0,54,1,15,1,51,1,3
0,15623.0,91100.0,58158593.0,1080.0,3648,6,1,45,1,16,2,53,0,1
0,671.0,72800.0,29595880.0,778.0,1646,6,1,18,1,10,3,90,0,1
0,246.0,0.0,10966.0,0.0,81,8,1,54,1,9,0,10,1,1
0,643.0,806000.0,274043187.0,1327.0,3468,4,1,45,1,11,3,15,1,1
0,823.0,206000.0,33515115.0,486.0,3023,6,1,25,1,9,4,48,1,1
1,42.0,19500.0,14372827.0,1422.0,693,10,1,53,1,8,3,56,1,1
0,164.0,2120000.0,941864703.0,730.0,1180,8,1,41,1,3,0,43,1,3
0,202.0,11100000.0,2473498841.0,803.0,3721,6,0,54,1,15,1,45,1,3
0,266.0,17500.0,6521570.0,294.0,307,6,1,18,1,9,2,40,1,1
1,56.0,65400.0,36789361.0,853.0,1214,10,1,53,1,9,2,54,1,2
0,676.0,1010000.0,872583483.0,5875.0,4223,6,0,54,1,9,3,71,1,1
0,15804.0,557000.0,356974620.0,2815.0,4058,6,1,45,1,9,5,47,1,1
0,286.0,474.0,11178780.0,383.0,4473,8,1,54,1,16,4,4,1,1
0,3812.0,380000.0,113171678.0,3036.0,2420,6,1,45,1,12,5,66,0,1
0,5735.0,164000.0,114727814.0,4023.0,6241,6,0,54,1,18,3,45,1,1
0,1217.0,228000.0,16418354.0,185.0,2937,12,0,18,1,12,4,14,0,1
0,398.0,1260000.0,1835923181.0,46705.0,7261,4,0,18,1,14,6,74,1,1
0,6926.0,319000.0,102322017.0,953.0,1935,6,1,45,1,14,3,69,1,1
0,13254.0,111000.0,34911007.0,3141.0,6648,6,0,18,1,18,1,40,1,1
0,686.0,234000.0,173402486.0,968.0,3617,6,1,45,1,11,3,38,1,1
0,131.0,202000.0,118106841.0,2049.0,3882,6,1,45,1,9,4,70,0,1
0,818.0,18800.0,6445061.0,1220.0,2587,6,0,18,1,6,4,51,1,1
0,992.0,62400.0,60770984.0,981.0,1354,6,1,45,1,12,4,73,1,1
0,481.0,172000.0,81483120.0,1180.0,1786,6,0,18,1,2,5,34,1,1
0,751.0,513000.0,743767040.0,4095.0,4220,6,1,54,1,9,6,84,1,1
0,1426.0,59300.0,39670394.0,320.0,2942,6,0,18,1,9,4,45,1,1
0,663.0,522000.0,48466910.0,876.0,2952,6,1,45,1,9,2,46,0,1
0,87.0,270000.0,175198768.0,9504.0,4558,6,1,45,1,4,5,29,1,1
0,1765.0,21500.0,1900864.0,173.0,1180,6,0,6,1,12,5,34,1,1
1,60.0,241000.0,301494108.0,1291.0,727,10,1,53,1,1,0,48,1,1
0,762.0,342000.0,154440492.0,4958.0,5165,6,0,53,1,9,0,55,1,1
0,1017.0,101000.0,36419218.0,2682.0,5186,6,0,45,1,7,1,81,1,1
0,282.0,519000.0,654734838.0,308.0,5107,8,0,18,1,5,3,79,1,2
0,11593.0,145000.0,16401567.0,274.0,2798,6,1,54,1,18,2,27,0,1
0,5411.0,981000.0,827657342.0,5406.0,4223,6,1,54,1,10,5,49,0,1
0,281.0,1230.0,96029.0,11.0,402,8,1,54,1,14,3,3,1,1
0,21900.0,65000.0,22904553.0,1768.0,1438,6,1,18,0,14,3,64,0,1
0,2035.0,5630.0,1353245.0,152.0,3306,6,0,25,1,2,3,68,1,1
0,12263.0,111000.0,34972565.0,3147.0,6648,6,0,18,1,18,0,48,1,1
0,81.0,774000.0,677862719.0,9994.0,1492,4,1,45,1,7,2,26,1,2
0,2786.0,68200.0,27161289.0,1463.0,5519,6,1,45,1,13,1,56,1,1
1,56.0,1490000.0,2872145253.0,256129.0,5664,9,1,45,1,9,3,38,1,2
0,10494.0,1030000.0,1196793345.0,5577.0,7076,6,0,18,1,15,0,55,1,1
0,373.0,408000.0,425127093.0,202.0,3216,8,1,54,1,10,4,50,0,1
1,32.0,130000.0,77580044.0,11204.0,3768,8,1,45,1,9,2,40,1,1
0,7454.0,161000.0,74812146.0,3746.0,6649,6,1,45,1,15,1,45,0,1
0,2993.0,26400.0,15205955.0,2320.0,4656,6,1,54,1,6,4,62,0,1
0,31675.0,203000.0,118475983.0,2054.0,3882,6,1,45,1,15,4,12,1,1
0,206.0,10300000.0,5812211317.0,626.0,1122,8,1,41,1,15,0,52,1,3
0,519.0,17900.0,4835967.0,123.0,5764,5,0,23,1,0,0,60,1,1
0,904.0,56500.0,10015866.0,374.0,4434,6,0,18,1,12,3,74,1,1
0,4871.0,255000.0,48074436.0,405.0,1663,6,1,45,1,9,4,76,1,1
0,280.0,342.0,8700772.0,20.0,1618,8,1,54,1,16,0,4,1,1
0,107.0,868000.0,1327838238.0,248857.0,4353,9,1,45,1,13,3,45,1,2
0,906.0,60900.0,24329756.0,557.0,1159,6,1,45,1,10,3,79,1,1
0,481.0,172000.0,81313848.0,1174.0,1786,6,1,18,1,2,5,37,1,1
0,601.0,368000.0,268426676.0,1783.0,2264,6,0,18,1,4,5,32,1,1
0,446.0,67300.0,17087022.0,184.0,1260,6,1,18,1,10,4,22,1,1
0,343.0,2190000.0,416684192.0,101.0,4767,6,0,2,1,10,5,45,1,1
0,1286.0,64100.0,79385675.0,2235.0,3976,6,1,45,1,10,1,78,1,1
0,213.0,42400000.0,24413201406.0,108.0,7066,8,1,54,1,5,4,48,1,3
0,356.0,134000.0,55569763.0,1360.0,3919,6,1,45,1,9,2,51,1,1
0,557.0,93300.0,66970775.0,1299.0,3273,6,1,45,1,9,6,80,1,1
0,226.0,101000.0,119218212.0,206.0,4658,8,1,54,1,10,3,52,0,3
0,150.0,85700.0,20129821.0,512.0,6072,6,1,45,1,5,2,48,1,1
0,742.0,605000.0,411014011.0,2350.0,4437,6,1,45,1,9,3,33,1,1
0,98.0,203000.0,66378425.0,6586.0,4816,6,0,18,1,5,0,50,0,1
0,7548.0,161000.0,74578100.0,3737.0,6649,6,1,45,1,13,6,67,0,1
0,409.0,160000.0,124802109.0,482.0,4875,6,1,45,1,10,6,35,1,1
0,2164.0,16000.0,10927181.0,402.0,405,6,1,18,1,3,1,32,1,1
0,747.0,245000.0,119822822.0,1096.0,3601,4,1,45,1,9,6,61,1,1
0,667.0,101000.0,35505762.0,3830.0,4250,6,1,45,1,10,0,46,1,1
0,13121.0,33800.0,25319869.0,1730.0,3904,4,1,54,1,18,2,46,0,1
0,4503.0,870000.0,674171034.0,1178.0,4200,6,1,54,0,11,2,41,0,2
0,2034.0,5870.0,964190.0,126.0,4327,10,0,18,1,5,5,96,1,1
0,1314.0,1420000.0,566290881.0,8341.0,2017,5,1,53,1,10,4,52,1,1
1,43.0,55000.0,22140982.0,1548.0,3243,5,1,45,1,12,5,85,1,1
0,240.0,54900.0,58866606.0,831.0,3985,6,1,45,1,9,0,32,1,1
1,27.0,163000.0,160824455.0,21182.0,4020,9,1,45,1,12,3,48,1,1
0,598.0,559000.0,366476499.0,2890.0,4058,6,1,45,1,12,0,44,1,1
0,283.0,19200.0,7686504.0,337.0,307,6,1,18,1,10,2,39,1,1
0,503.0,26300.0,25108747.0,5145.0,5116,6,0,18,1,12,3,71,1,1
0,426.0,2250000.0,623186919.0,6200.0,5631,9,1,52,1,7,3,33,1,2
0,19322.0,8430.0,5643718.0,1897.0,2695,6,0,18,1,19,0,57,1,1
0,828.0,30900.0,5605589.0,140.0,729,6,1,18,1,17,3,67,1,1
0,5586.0,328000.0,105650722.0,681.0,1502,6,1,54,0,11,0,29,0,1
0,29527.0,755000.0,512665723.0,5672.0,3412,6,1,54,0,14,3,40,0,1
0,145.0,10000000.0,3906601339.0,7142.0,7332,5,0,53,1,14,2,47,1,3
0,213.0,26700.0,15846031.0,854.0,1463,6,1,45,1,0,3,41,0,1
0,811.0,142000.0,45229812.0,1701.0,2522,6,1,45,1,14,3,55,1,1
0,1160.0,488000.0,872841574.0,69193.0,4644,13,1,45,1,13,5,19,0,1
0,370.0,4250.0,2604104.0,58.0,3988,10,1,45,1,7,1,49,0,1
0,1016.0,84200.0,73532205.0,1870.0,5202,6,1,54,1,18,4,66,1,1
0,8559.0,331000.0,442799824.0,7336.0,4833,7,1,45,1,16,5,29,1,1
0,23751.0,696000.0,293709150.0,6616.0,2566,6,1,53,1,14,4,33,1,3
0,248.0,11700000.0,6721439244.0,42.0,5216,8,1,42,1,0,4,42,1,3
0,1013.0,26900.0,6045649.0,103.0,448,10,1,23,1,10,4,34,1,1
0,522.0,133000.0,127976662.0,2422.0,4987,6,1,45,1,8,0,88,0,1
1,56.0,779000.0,1018685512.0,253342.0,2270,9,1,45,1,6,0,41,1,1
0,962.0,681000.0,287706540.0,4767.0,1416,4,1,54,1,11,4,64,1,1
1,51.0,222000.0,217426016.0,1286.0,1236,10,1,18,1,10,0,43,1,1
0,1009.0,45100.0,11236520.0,242.0,1348,6,1,18,1,1,5,45,0,1
0,2034.0,69500.0,29235128.0,1510.0,5519,6,1,45,1,15,5,57,1,1
0,706.0,39000.0,7610095.0,741.0,2835,6,1,45,1,17,5,86,0,1
0,317.0,5400.0,2442491.0,363.0,6465,8,0,18,1,14,5,71,0,1
0,1499.0,248000.0,144693156.0,1654.0,4244,6,1,45,1,9,6,41,1,1
0,3232.0,581000.0,399169710.0,10584.0,4452,6,0,54,1,10,4,47,0,1
1,59.0,282000.0,203640007.0,99.0,1052,4,0,54,1,11,5,95,1,3
0,7300.0,478000.0,273546514.0,75559.0,5665,9,1,45,1,8,0,85,1,1
0,5216.0,12200.0,4119639.0,629.0,330,4,1,45,1,11,6,22,0,1
0,5725.0,820000.0,172009162.0,546.0,725,5,1,18,1,7,3,100,1,3
0,128.0,997000.0,640754274.0,551.0,3855,8,1,23,0,10,4,20,1,1
0,9723.0,8410.0,5590899.0,1881.0,2695,6,0,18,1,18,4,33,1,1
0,2486.0,30200.0,7961760.0,198.0,927,6,1,18,1,10,3,31,1,1
1,31.0,62900.0,67385859.0,4527.0,2264,4,1,45,1,8,6,42,1,1
0,781.0,58500.0,68690449.0,2684.0,2158,6,1,45,1,9,1,33,1,1
0,779.0,71200.0,35588710.0,796.0,995,4,1,45,1,9,5,20,0,1
0,591.0,204000.0,54555814.0,1383.0,4598,6,0,18,1,4,5,46,1,1
0,240.0,7720.0,212940155.0,67.0,2004,8,1,54,1,17,2,28,1,1
1,51.0,635000.0,370842257.0,1074.0,850,10,1,20,1,9,6,41,1,1
0,2141.0,326000.0,46065881.0,387.0,3486,6,1,54,1,12,4,47,1,1
0,955.0,518000.0,44756192.0,833.0,2952,6,1,45,1,15,0,73,0,1
0,943.0,59800.0,70765661.0,2724.0,2158,6,0,45,1,10,2,54,1,1
1,34.0,219000.0,195707148.0,1547.0,760,10,1,53,1,10,1,24,1,1
0,1143.0,77700.0,16264339.0,357.0,963,6,1,45,1,23,5,47,0,1
0,242.0,17600.0,4723880.0,120.0,5764,5,0,23,1,11,2,63,1,1
0,170.0,7380.0,119485930.0,58.0,508,8,1,54,1,9,1,10,1,1
0,22539.0,998000.0,835516251.0,5450.0,4223,6,0,54,1,19,5,24,0,1
0,400.0,5720.0,3904231.0,184.0,644,10,1,45,1,3,3,70,0,1
0,87.0,24500.0,14472686.0,385.0,4362,5,0,18,1,3,3,72,1,1
0,86.0,8780.0,5900220.0,19.0,1849,10,1,45,0,4,0,53,1,1
0,236.0,91800.0,169054852.0,182.0,3401,8,1,54,0,12,1,53,1,1
0,173.0,2700000.0,2209686395.0,5772.0,5083,6,1,52,1,15,1,41,1,1
0,5098.0,1080000.0,480752705.0,3559.0,1682,14,1,45,1,12,1,35,1,3
0,251.0,43.0,221323.0,2.0,137,8,1,54,1,10,1,8,1,1
