video_category_id,video_trending_country,publish_hour,publish_day_of_week,title_length,tag_count,channel_subscriber_count,video_definition,video_licensed_content,channel_have_hidden_subscribers,is_shorts,reach_level
6,1,3,5,38,1,60100.0,1,1,0,0,1
8,0,13,0,48,1,292000.0,1,1,0,0,1
6,1,11,1,61,0,167000.0,1,1,0,0,1
6,0,22,4,45,1,783000.0,1,1,0,0,2
6,1,3,6,49,1,53700.0,1,1,0,0,1
4,0,14,4,59,1,584000.0,1,1,0,1,1
6,0,19,6,91,1,9930.0,1,1,0,0,1
4,1,11,4,59,1,677000.0,1,1,0,0,1
5,1,9,5,18,1,66800.0,1,1,0,0,1
6,1,3,6,26,1,56100.0,1,0,0,0,1
6,1,12,4,50,1,562000.0,1,1,0,0,1
4,1,14,5,40,1,23800.0,1,1,0,1,1
5,1,11,2,30,1,186000.0,1,1,0,0,1
10,1,8,6,28,1,482000.0,1,1,0,1,1
6,1,13,4,49,1,282000.0,1,1,0,0,1
8,1,13,2,33,1,11100000.0,1,1,0,0,2
8,1,4,4,31,1,34800.0,1,1,0,0,1
8,0,12,0,21,0,70600.0,1,1,0,0,1
6,0,9,4,58,1,53900.0,1,1,0,0,1
4,0,12,6,51,1,1290000.0,1,1,0,0,1
6,1,12,0,25,1,203000.0,1,1,0,0,1
10,1,10,6,28,0,1720000.0,1,1,0,0,2
6,1,10,0,80,1,1490000.0,1,1,0,0,2
9,1,8,0,40,1,43000.0,1,1,0,1,1
4,1,11,1,48,0,1140.0,1,1,0,0,1
6,1,7,4,63,1,327000.0,1,1,0,0,1
6,1,3,0,51,1,122000.0,1,1,0,0,1
8,0,5,4,10,1,576.0,1,1,0,0,1
6,0,8,0,18,0,123000.0,1,1,0,0,1
13,1,13,3,53,0,847000.0,1,1,0,0,2
8,1,9,2,67,0,2270000.0,1,1,0,0,1
7,1,17,1,32,1,331000.0,1,1,0,0,1
9,1,10,5,22,1,2930000.0,1,1,0,1,2
6,0,10,1,11,0,21100.0,1,1,0,0,1
6,1,11,5,16,0,314000.0,1,0,0,0,1
10,1,9,5,20,0,61200.0,1,1,0,0,1
6,1,11,6,56,1,360000.0,1,1,0,0,1
10,1,14,3,60,0,3200.0,1,1,0,0,1
6,1,9,6,28,1,45800.0,1,1,0,0,1
6,0,15,6,58,0,29900.0,1,1,0,0,1
6,1,16,5,37,0,1000000.0,1,1,0,0,1
6,1,11,1,80,0,160000.0,1,1,0,0,1
6,1,10,6,27,1,544000.0,1,1,0,0,1
6,1,9,0,50,1,605000.0,1,1,0,0,1
6,0,10,1,40,0,156000.0,1,0,0,0,1
6,1,12,3,42,1,557000.0,1,1,0,0,1
6,1,9,2,66,1,3260000.0,1,1,0,0,1
10,1,11,2,35,1,214000.0,1,1,0,0,1
9,1,6,0,92,1,172000.0,1,1,0,1,1
10,0,4,6,44,0,5550.0,1,0,0,0,1
8,1,10,5,14,1,2140.0,1,1,0,0,1
4,1,12,5,77,1,378000.0,1,1,0,0,1
6,1,13,0,58,1,45300.0,1,1,0,0,1
9,1,7,1,39,1,145000.0,1,1,0,1,1
4,1,16,1,3,0,360000.0,1,1,0,0,1
9,1,8,3,99,1,516000.0,1,1,0,0,1
6,0,9,0,77,1,1000000.0,1,1,0,0,1
8,1,16,3,8,1,7.0,1,1,0,0,1
7,1,8,1,46,0,1030000.0,1,1,0,0,3
10,0,14,4,100,1,246000.0,1,1,0,0,1
6,0,4,2,62,1,203000.0,1,1,0,0,1
6,0,12,6,33,1,135000.0,1,1,0,0,1
4,0,11,4,82,1,2490000.0,1,1,0,0,1
6,1,9,4,53,0,60600.0,1,1,0,0,1
10,1,13,1,13,0,623.0,1,0,0,0,1
7,1,16,5,32,0,326000.0,1,1,0,0,1
6,1,2,6,55,1,134000.0,1,1,0,0,1
8,0,13,3,42,1,4080.0,1,0,0,0,1
6,1,12,5,33,1,3860000.0,1,1,0,0,3
6,1,9,1,57,1,295000.0,1,1,0,0,1
6,1,10,6,59,1,109000.0,1,1,0,0,1
6,1,15,5,87,1,5480000.0,1,0,0,0,3
10,1,12,4,43,0,246000.0,1,1,0,1,1
6,1,19,1,80,0,57000.0,1,1,0,0,1
8,1,15,1,39,1,81900000.0,1,1,0,0,3
8,1,1,3,85,0,439000.0,1,1,0,0,1
6,0,17,1,43,1,371000.0,1,1,0,0,1
6,1,4,1,26,0,369000.0,1,0,0,0,1
8,0,8,1,99,1,308000000.0,1,1,0,0,3
10,1,1,2,52,1,123000.0,1,1,0,1,1
6,1,14,0,85,0,384000.0,1,1,0,0,1
6,1,12,1,67,1,22700.0,1,1,0,0,1
8,1,8,0,14,1,30300000.0,1,1,0,0,3
14,1,10,0,74,1,173000.0,1,1,0,0,1
9,1,10,5,34,1,918000.0,1,1,0,0,1
7,1,5,2,61,0,3420000.0,1,1,0,1,3
6,1,9,5,15,0,186000.0,1,1,0,0,1
6,0,12,4,72,1,71600.0,1,1,0,0,1
8,1,9,4,64,1,9390000.0,1,1,0,0,1
6,1,15,5,18,0,43800.0,1,1,0,0,1
6,1,10,1,43,1,149000.0,1,1,0,0,1
6,1,12,4,30,1,65700.0,1,1,0,0,1
6,1,9,4,47,1,246000.0,1,1,0,0,1
6,1,10,6,54,0,514000.0,1,1,0,0,1
7,1,3,1,53,0,157000.0,1,1,0,0,1
6,1,10,5,71,1,89300.0,1,1,0,0,1
6,1,4,6,38,1,668000.0,1,1,0,0,1
6,1,10,5,45,1,127000.0,1,1,0,0,1
8,1,9,5,22,1,50.0,1,1,0,0,1
6,1,3,5,88,0,131000.0,1,1,0,0,1
6,1,9,3,77,1,968000.0,1,1,0,0,1
6,1,6,5,85,1,191000.0,1,1,0,0,1
3,1,9,4,38,0,1490000.0,1,1,0,0,2
8,1,2,1,48,1,1160000.0,1,1,0,0,1
6,1,6,3,43,1,15600.0,1,1,0,0,1
4,1,14,6,34,0,36900.0,1,1,0,0,1
6,1,23,3,42,0,18800.0,1,1,0,0,1
8,1,13,3,77,1,197000.0,1,0,0,0,1
10,1,22,5,86,1,4890000.0,1,1,0,1,3
4,0,16,5,28,0,53700.0,1,1,0,0,1
6,0,15,1,54,1,2740000.0,1,1,0,0,2
10,1,10,2,49,0,43200.0,1,1,0,0,1
6,0,10,3,46,1,55400.0,1,1,0,0,1
10,1,12,1,51,0,1530000.0,1,1,0,0,1
6,1,6,3,48,1,192000.0,1,1,0,0,1
8,0,13,1,38,1,303000.0,1,1,0,0,1
8,0,11,4,42,1,1120000.0,1,1,0,0,1
8,1,10,0,13,1,5.0,1,1,0,0,1
10,1,9,3,33,1,449000.0,1,1,0,0,1
8,1,12,1,45,0,208000.0,1,0,0,0,2
6,1,18,2,74,1,93800.0,1,1,0,0,1
6,0,4,6,77,1,19400.0,1,1,0,0,1
4,1,13,1,20,0,379000.0,1,1,0,1,1
13,1,15,1,26,0,451000.0,1,1,0,0,1
6,0,12,0,43,1,68500.0,1,1,0,0,1
8,1,10,3,5,1,1740.0,1,1,0,0,1
6,1,12,0,58,1,2230000.0,1,1,0,0,2
6,0,7,3,38,1,1550000.0,1,1,0,0,2
6,1,15,6,34,1,17400.0,1,1,0,0,1
6,0,16,0,44,1,1350000.0,1,1,0,0,1
4,1,6,3,40,1,22100.0,1,1,0,1,1
6,1,10,5,21,0,105000.0,1,1,0,0,1
5,1,4,1,37,1,14200.0,1,0,0,0,1
6,1,8,5,31,1,170000.0,1,1,0,0,1
6,0,5,2,72,0,10800.0,1,1,0,0,1
4,1,11,4,15,1,1190000.0,1,1,0,0,1
6,1,12,1,39,1,326000.0,1,1,0,0,1
6,0,11,3,32,1,20700.0,1,0,0,0,1
6,1,4,1,60,0,24600.0,1,1,0,0,1
6,0,21,4,75,1,791000.0,1,1,0,0,2
9,1,4,3,37,1,228000.0,1,1,0,1,1
4,0,17,6,27,0,175000.0,1,0,0,0,1
5,1,2,4,41,1,631000.0,1,1,0,0,1
6,0,16,1,79,0,38600.0,1,0,0,0,1
6,1,11,5,32,0,38200.0,1,1,0,1,1
4,1,12,3,81,1,2510000.0,1,1,0,0,1
10,1,2,6,65,1,18500.0,1,1,0,0,1
10,0,3,4,30,1,50600.0,1,1,0,0,1
8,1,3,6,72,1,4490000.0,1,1,0,0,2
6,1,3,4,80,1,383000.0,1,1,0,0,1
6,0,7,3,39,1,1550000.0,1,1,0,0,2
6,1,12,3,36,0,779000.0,1,0,0,0,1
6,1,15,2,24,1,301000.0,1,1,0,0,1
6,1,10,0,68,0,527000.0,1,1,0,0,1
6,0,11,2,46,1,317000.0,1,1,0,0,1
6,1,11,1,82,1,318000.0,1,1,0,0,1
6,1,9,0,91,1,425000.0,1,1,0,0,1
14,1,21,3,58,1,330000.0,1,1,0,0,3
6,1,9,0,46,1,245000.0,1,1,0,0,1
6,1,4,3,85,1,81900.0,1,1,0,0,1
8,1,15,3,63,0,2890000.0,1,1,0,0,1
6,0,17,0,28,0,1000000.0,1,1,0,0,1
10,1,3,4,60,1,234000.0,1,1,0,0,2
6,1,9,1,42,1,611000.0,1,1,0,0,1
10,1,9,5,99,1,26200.0,1,1,0,1,1
6,1,10,2,50,1,620000.0,1,1,0,0,1
6,1,14,6,42,0,784000.0,1,0,0,0,2
11,1,12,3,23,0,783000.0,1,1,0,0,2
8,1,14,2,11,1,2040.0,1,1,0,0,1
10,1,10,6,27,0,41100.0,1,1,0,0,1
6,1,15,2,94,1,383000.0,1,1,0,0,1
10,1,7,0,89,1,282000.0,1,1,0,0,1
6,0,12,4,30,1,26000.0,1,1,0,0,1
6,0,21,5,35,0,180000.0,1,1,0,0,2
13,0,16,5,71,0,70000.0,1,1,0,0,1
6,1,15,5,58,1,5540000.0,1,0,0,0,3
6,1,6,6,45,1,32400.0,1,1,0,0,1
6,1,7,5,30,1,6140.0,1,1,0,0,1
4,0,11,0,61,1,2430000.0,1,1,0,0,1
6,1,11,2,45,1,560000.0,1,1,0,0,1
6,1,10,3,37,1,385000.0,1,1,0,0,1
6,1,8,2,57,1,465000.0,1,1,0,0,1
6,0,12,2,23,1,267000.0,1,1,0,0,2
6,1,9,2,59,1,60800.0,1,1,0,0,1
6,1,11,2,20,1,144000.0,1,1,0,0,1
10,1,10,5,58,0,41900.0,1,1,0,0,1
10,1,10,1,50,1,77300.0,1,1,0,1,1
6,1,13,2,30,0,17500.0,1,0,0,0,1
6,1,9,2,69,0,80000.0,1,1,0,0,1
6,1,16,2,40,1,54300.0,1,1,0,0,1
6,1,11,4,70,1,428000.0,1,1,0,0,1
4,1,10,3,41,1,47200.0,1,1,0,0,1
5,0,5,4,100,1,1520000.0,1,1,0,0,3
6,1,11,1,15,1,28400.0,1,1,0,0,1
6,0,11,5,65,1,55400.0,1,1,0,0,1
8,1,4,1,62,0,569000.0,1,0,0,0,1
6,1,11,3,51,1,729000.0,1,1,0,0,1
8,1,17,2,16,1,17300.0,1,1,0,0,2
6,1,18,5,49,0,1770.0,1,0,0,0,1
4,1,1,1,31,1,117000.0,1,1,0,1,1
6,1,8,1,86,0,130000.0,1,1,0,0,1
6,0,18,2,57,1,152000.0,1,1,0,0,1
6,0,10,2,31,1,54100.0,1,1,0,0,1
8,1,12,2,48,1,3830000.0,1,1,0,0,1
6,0,19,4,51,1,8420.0,1,1,0,0,1
6,1,12,3,80,1,128000.0,1,1,0,0,1
10,1,6,3,100,1,145000.0,0,1,0,0,1
8,1,11,5,23,1,487000.0,1,0,0,0,1
6,1,22,3,87,1,423000.0,1,1,0,0,1
6,1,2,0,30,1,220000.0,1,1,0,0,1
6,0,8,5,66,0,80100.0,1,1,0,0,1
8,1,12,2,30,0,15400.0,1,1,0,0,1
8,0,12,0,65,0,139000.0,1,1,0,0,1
8,1,10,0,40,0,35600.0,1,1,0,0,1
6,0,17,2,52,1,163000.0,1,1,0,0,1
10,1,22,0,73,0,815.0,1,1,0,0,1
8,0,13,0,75,0,56000.0,1,1,0,0,2
6,1,15,2,96,1,8440.0,1,1,0,0,1
6,0,4,0,34,1,59900.0,1,1,0,0,1
6,0,18,3,27,0,168000.0,1,0,0,0,1
6,1,9,2,52,1,386000.0,1,1,0,0,1
6,0,12,6,57,1,326000.0,1,1,0,0,1
5,1,12,4,58,0,1120000.0,1,1,0,0,1
6,0,9,2,86,1,513000.0,1,1,0,0,1
4,0,12,6,69,1,386000.0,1,1,0,0,2
9,1,7,5,40,1,868000.0,1,1,0,1,2
6,0,19,0,45,0,305000.0,1,1,0,0,1
6,1,8,3,71,1,465000.0,1,1,0,0,1
6,0,10,3,92,1,48400.0,1,1,0,0,1
6,1,9,2,98,1,510000.0,1,1,0,0,1
6,1,9,5,88,1,1010000.0,1,1,0,0,1
8,1,16,6,8,1,3140.0,1,1,0,0,1
6,1,20,1,79,1,132000.0,1,0,0,0,1
10,0,2,3,67,0,32000.0,1,1,0,0,1
4,1,2,3,100,1,50600.0,1,1,0,0,2
6,1,7,2,51,1,127000.0,1,1,0,0,1
6,1,9,3,46,1,245000.0,1,1,0,0,1
6,1,11,2,39,0,42900.0,1,1,0,0,1
8,1,4,1,40,1,1060000.0,1,0,0,0,2
10,1,4,5,26,0,986000.0,1,1,0,0,1
8,1,12,0,59,1,37400.0,1,1,0,0,1
10,1,10,4,83,0,5040.0,1,1,0,0,1
6,1,3,0,55,1,1860.0,1,1,0,0,1
6,0,4,0,52,1,32300.0,1,1,0,0,1
8,0,13,4,39,1,2490000.0,1,1,0,0,3
6,1,9,3,73,1,269000.0,1,1,0,0,1
6,0,2,4,43,0,15300.0,1,1,0,0,1
6,0,7,0,21,1,13000.0,1,1,0,0,1
6,1,10,1,31,1,103000.0,1,1,0,0,1
9,1,6,3,21,1,679000.0,1,1,0,1,2
13,1,15,5,49,1,13000000.0,1,1,0,0,3
10,1,10,2,21,0,951.0,1,0,0,0,1
6,1,13,5,68,1,34800.0,1,1,0,0,1
6,1,3,1,18,0,339000.0,1,0,0,0,1
6,1,12,4,66,1,1600000.0,1,1,0,0,1
6,1,8,5,27,0,28800.0,1,1,0,0,1
8,1,8,5,36,0,86600.0,1,1,0,0,2
8,1,11,4,23,0,486000.0,1,1,0,0,1
8,1,9,2,4,1,14900.0,1,1,0,0,2
6,1,0,3,71,1,68400.0,1,1,0,0,1
6,1,10,4,22,1,604000.0,1,1,0,0,1
10,1,23,5,72,1,69100.0,1,1,0,0,1
6,1,2,5,72,1,148000.0,1,1,0,0,1
14,1,5,5,49,1,340000.0,1,1,0,0,3
6,0,10,0,35,0,20900.0,1,1,0,0,1
6,0,11,5,41,0,141000.0,1,1,0,0,1
6,0,1,1,47,1,709000.0,1,1,0,0,2
6,1,11,4,28,1,13000.0,1,1,0,0,1
6,1,9,1,20,0,17400.0,1,1,0,0,1
6,1,10,3,65,1,62800.0,1,1,0,0,1
4,1,13,3,37,1,1360000.0,1,1,0,0,1
13,1,18,6,38,0,965000.0,1,1,0,0,1
4,1,9,0,39,1,400000.0,1,1,0,0,3
8,1,9,2,9,0,9340000.0,1,1,0,1,2
6,1,12,2,86,1,21700.0,1,1,0,0,1
8,1,9,0,5,1,4240.0,1,1,0,0,1
10,1,6,2,52,1,43800.0,1,1,0,1,1
6,1,9,2,49,1,410000.0,1,1,0,0,1
6,1,15,6,40,0,759000.0,1,0,0,0,2
6,1,9,3,29,1,23100000.0,1,1,0,1,3
6,1,4,0,33,1,61200.0,1,1,0,0,1
6,1,13,5,54,0,207000.0,1,1,0,0,1
10,1,11,2,30,1,71700.0,1,1,0,1,2
5,1,10,4,38,1,261000.0,1,1,0,0,1
8,1,10,3,8,1,4510.0,1,1,0,0,3
6,1,10,6,93,1,64500.0,1,1,0,0,1
6,1,9,6,66,1,151000.0,1,1,0,0,1
6,1,15,2,58,1,57500.0,1,1,0,0,1
10,1,9,4,40,1,11300.0,1,1,0,0,1
9,1,6,0,55,1,934000.0,1,1,0,1,1
7,1,17,4,34,0,328000.0,1,1,0,0,1
5,1,9,1,22,0,28700.0,1,1,0,1,1
10,0,10,4,73,1,41200.0,1,1,0,0,1
6,1,22,0,26,1,20400.0,1,0,0,0,1
6,1,9,3,36,0,62400.0,1,1,0,0,1
6,1,5,4,74,0,34500.0,1,1,0,0,1
6,1,11,2,41,1,326000.0,1,1,0,0,1
6,1,18,2,50,0,207000.0,1,1,0,0,1
10,0,1,3,23,0,25400.0,1,1,0,0,2
6,1,20,3,60,0,35500.0,1,1,0,0,1
8,1,11,3,6,1,12.0,1,1,0,0,1
10,1,12,1,27,1,803000.0,1,1,0,1,1
6,1,23,5,75,0,126000.0,1,1,0,0,1
4,1,12,2,20,1,937000.0,1,1,0,1,1
8,1,10,3,2,1,55000.0,1,1,0,0,1
6,1,13,3,40,0,9080.0,1,1,0,0,1
9,1,15,3,64,1,3630000.0,1,1,0,0,2
6,1,14,6,38,1,1810000.0,1,1,0,0,3
4,0,10,4,96,1,2510000.0,1,1,0,0,2
10,0,10,2,80,0,16700.0,1,1,0,0,1
4,0,11,2,59,1,2530000.0,1,1,0,0,1
6,0,12,4,100,1,19300.0,1,1,0,0,1
10,0,16,3,26,0,23400.0,1,1,0,0,1
10,1,23,3,100,0,10700.0,1,1,0,0,1
6,0,11,5,47,1,55300.0,1,1,0,0,1
8,1,4,2,67,1,52400.0,1,1,0,0,1
10,1,16,4,35,1,21000.0,1,1,0,0,1
8,1,4,0,50,1,15700000.0,1,1,0,0,1
6,1,13,6,25,1,18500.0,1,1,0,0,1
2,0,14,1,42,0,783000.0,1,1,0,0,1
8,1,16,4,6,1,8.0,1,1,0,0,1
7,1,4,6,48,1,86600.0,1,1,0,0,1
6,1,14,6,39,0,773000.0,1,0,0,0,2
6,0,4,2,48,1,61600.0,1,1,0,0,1
6,1,3,5,65,1,141000.0,1,1,0,0,1
10,1,23,0,96,0,12400.0,1,1,0,0,1
4,1,14,1,51,1,50900.0,1,1,0,0,1
8,1,9,2,45,1,436000.0,1,1,0,0,1
6,0,14,3,57,1,1830000.0,1,1,0,0,3
12,1,20,5,33,1,96700.0,1,1,0,1,1
10,1,6,1,33,1,2130000.0,1,1,0,1,1
10,1,8,2,29,1,76600.0,1,1,0,1,1
10,1,6,6,26,1,20900.0,1,1,0,1,2
5,0,10,3,88,1,538000.0,1,1,0,0,2
4,0,17,3,30,1,24300.0,1,1,0,0,1
6,1,5,0,37,1,348000.0,1,1,0,0,1
10,1,12,1,57,0,1530000.0,1,1,0,0,1
6,1,12,0,26,1,36300.0,1,1,0,0,1
6,0,11,5,54,1,224000.0,1,0,0,0,1
6,0,16,0,12,1,161000.0,1,1,0,0,1
8,1,13,1,47,0,71700.0,1,0,0,0,1
6,1,11,1,39,1,145000.0,1,1,0,0,1
6,1,14,6,22,1,281000.0,1,1,0,0,1
10,1,22,5,47,1,68400.0,1,1,0,1,1
6,1,10,3,88,0,127000.0,1,1,0,0,1
6,1,10,3,35,1,148000.0,1,1,0,0,1
8,0,4,4,52,1,29200.0,1,1,0,0,1
10,0,9,1,39,0,582000.0,1,1,0,0,2
6,1,4,5,45,0,79500.0,1,1,0,0,1
6,1,10,5,62,1,64000.0,1,1,0,0,1
8,1,14,4,47,1,30500.0,1,1,0,0,1
14,1,4,3,24,0,298000.0,1,1,0,0,1
6,1,11,5,45,1,125000.0,1,1,0,0,1
10,1,11,0,30,0,1210000.0,1,1,0,0,1
6,1,15,0,82,1,31400.0,1,1,0,0,1
6,1,8,5,46,1,30400.0,1,1,0,0,1
8,0,15,3,68,1,3100.0,1,1,0,0,1
4,1,7,1,69,0,29400.0,1,1,0,1,2
6,0,4,2,62,1,202000.0,1,1,0,0,1
6,1,8,5,29,1,17300.0,1,1,0,0,1
7,1,11,2,97,1,6690000.0,1,1,0,1,3
8,1,15,2,5,1,118.0,1,1,0,0,1
4,1,4,0,8,1,3500000.0,1,1,0,1,2
10,1,22,0,52,0,15900.0,1,1,0,0,1
6,1,4,6,53,1,19000.0,1,1,0,0,1
6,0,10,1,35,0,123000.0,1,1,0,0,1
6,1,9,6,49,0,184000.0,1,1,0,1,2
4,1,10,5,48,1,449000.0,1,1,0,1,1
10,1,8,3,43,1,93800.0,1,1,0,0,1
6,1,10,4,73,0,7040.0,1,1,0,0,1
6,1,11,2,30,1,303000.0,1,1,0,0,1
6,0,17,3,89,1,176000.0,1,1,0,0,1
6,1,9,2,94,1,511000.0,1,1,0,0,1
10,1,12,2,97,1,3720000.0,1,1,0,1,3
6,1,9,0,44,1,21600000.0,1,0,0,1,3
4,0,12,4,42,1,3600000.0,1,1,0,0,1
6,1,13,3,54,1,67000.0,1,0,0,0,1
10,1,22,5,91,0,152000.0,1,1,0,0,1
6,1,12,3,55,1,737000.0,1,1,0,0,3
6,1,11,5,25,0,155000.0,1,1,0,0,1
6,1,3,6,15,1,7150.0,1,1,0,0,1
2,1,13,1,26,1,915000.0,1,1,0,0,1
10,1,10,2,64,1,45400.0,1,1,0,0,1
6,1,8,1,85,0,132000.0,1,1,0,0,1
1,0,16,5,93,1,125000.0,1,1,0,0,1
10,0,18,1,24,1,20100.0,1,1,0,1,2
8,0,12,0,94,1,376000.0,1,1,0,0,1
6,1,10,2,58,1,66000.0,1,1,0,0,1
10,0,12,0,33,0,2240000.0,1,1,0,0,1
8,1,9,0,5,1,16300.0,1,1,0,0,1
8,1,13,2,59,1,5200.0,1,1,0,0,2
6,1,10,0,40,1,73300.0,1,1,0,0,1
6,0,15,4,25,1,14500.0,1,1,0,0,1
6,1,4,5,44,1,98300.0,1,1,0,0,1
6,0,10,5,66,1,105000.0,1,1,0,0,1
6,1,9,2,93,1,93200.0,1,1,0,0,1
10,1,10,4,6,1,846000.0,1,1,0,0,2
6,1,10,5,34,0,47000.0,1,1,0,0,1
6,1,10,0,50,1,385000.0,1,1,0,0,1
6,1,4,5,79,0,35200.0,1,1,0,0,1
7,1,17,3,31,0,326000.0,1,1,0,0,1
6,1,10,1,22,1,130000.0,1,1,0,0,1
6,1,9,6,97,1,510000.0,1,1,0,0,1
6,1,13,5,61,1,146000.0,1,1,0,0,1
6,0,23,6,48,0,53500.0,1,1,0,0,1
6,0,18,5,51,1,152000.0,1,1,0,0,1
6,1,12,4,41,1,52200.0,1,1,0,0,1
6,1,8,1,82,0,129000.0,1,1,0,0,1
6,1,10,5,86,1,491000.0,1,1,0,0,1
6,1,14,4,48,1,60800.0,1,1,0,0,1
6,0,10,6,50,1,632000.0,1,1,0,0,1
6,1,10,0,61,0,264000.0,1,1,0,0,1
6,1,10,6,60,0,790000.0,1,0,0,0,2
6,0,14,1,40,0,167000.0,1,0,0,0,1
6,1,10,5,74,1,87000.0,1,1,0,0,1
8,1,9,4,17,1,1740.0,1,1,0,0,1
6,0,8,1,66,0,63700.0,1,1,0,0,1
10,1,2,1,41,0,2200.0,1,0,0,0,1
10,1,14,1,51,1,70800.0,1,1,0,0,1
4,1,11,0,66,1,1150000.0,1,1,0,0,2
6,1,4,0,47,1,7450.0,1,1,0,0,1
4,1,7,1,24,1,14500.0,1,1,0,1,1
8,1,3,3,57,0,76000.0,1,1,0,0,1
6,0,12,4,42,1,22500.0,1,1,0,0,1
10,1,12,5,55,0,372000.0,1,1,0,1,3
8,1,10,3,9,1,302.0,1,1,0,0,1
8,1,10,0,7,1,1190.0,1,1,0,0,1
6,1,10,2,49,1,323000.0,1,1,0,0,1
10,1,13,4,22,1,1880000.0,1,1,0,0,3
10,0,7,1,72,1,220000.0,1,1,0,0,1
8,1,17,2,54,1,739.0,1,1,0,0,2
6,0,14,5,57,1,71800.0,1,1,0,0,1
4,1,17,2,3,0,360000.0,1,1,0,0,1
6,1,11,5,24,0,477000.0,1,1,0,0,1
6,0,16,6,43,1,71400.0,1,1,0,0,1
8,1,10,0,10,1,2130.0,1,1,0,0,1
6,0,13,5,34,1,1620000.0,1,1,0,0,3
6,0,9,6,74,1,31500.0,1,1,0,0,1
8,1,15,0,4,1,850.0,1,1,0,0,1
6,1,9,5,81,1,512000.0,1,1,0,0,1
10,1,8,2,32,1,51100.0,1,1,0,1,1
6,1,10,1,81,1,3260000.0,1,1,0,0,1
6,1,23,1,33,0,84900.0,1,1,0,0,1
6,1,10,1,90,1,439000.0,1,1,0,0,1
6,1,10,0,72,0,18800.0,1,1,0,0,1
6,1,21,5,66,1,83600.0,1,1,0,0,1
6,1,10,2,62,1,64700.0,1,1,0,0,1
6,1,15,5,39,0,792000.0,1,0,0,0,1
9,1,7,0,60,1,182000.0,1,1,0,1,1
6,1,12,5,77,1,94100.0,1,1,0,0,1
11,1,13,0,37,1,116000.0,1,1,0,1,1
6,1,8,0,50,0,209000.0,1,1,0,0,1
4,1,6,1,29,0,7650.0,1,1,0,0,1
6,1,9,0,84,1,1010000.0,1,1,0,0,1
9,1,8,2,96,1,459000.0,1,1,0,0,1
8,1,12,2,56,1,39900.0,1,0,0,0,1
6,1,6,5,39,1,39100.0,1,1,0,0,1
8,1,15,1,4,1,32200.0,1,1,0,0,1
6,1,19,0,31,1,8890.0,1,1,0,0,1
6,1,12,2,31,1,149000.0,1,1,0,0,1
6,1,21,3,50,1,46100.0,1,1,0,0,1
6,0,11,3,32,1,6690000.0,1,1,0,0,1
6,0,20,2,46,1,4740000.0,1,1,0,0,2
6,0,9,0,77,1,71900.0,1,1,0,0,1
6,0,9,2,76,1,999000.0,1,1,0,0,1
6,0,8,4,50,1,164000.0,1,1,0,0,1
6,1,1,6,43,1,28900.0,1,1,0,0,1
6,0,11,2,57,1,10500.0,1,1,0,0,1
10,1,10,1,67,1,24400.0,1,1,0,0,1
6,1,9,5,58,1,131000.0,1,1,0,0,1
8,1,16,3,40,0,23400.0,1,1,0,0,1
6,1,8,1,61,1,382000.0,1,1,0,0,1
8,1,4,4,8,1,65500.0,1,1,0,0,3
10,1,20,2,20,0,3200000.0,1,1,0,1,3
6,1,9,3,56,0,3810.0,1,1,0,0,1
6,1,10,2,28,1,6490.0,1,1,0,0,1
6,0,18,4,57,1,152000.0,1,1,0,0,1
6,1,12,3,68,1,180000.0,1,1,0,0,1
6,1,7,5,62,0,259000.0,1,1,0,0,1
6,0,6,0,58,1,31300.0,1,1,0,0,1
10,1,0,0,96,1,58100.0,1,1,0,0,1
4,1,14,3,27,0,36800.0,1,1,0,0,1
6,1,10,1,27,1,152000.0,1,1,0,0,1
3,1,10,0,37,1,2820000.0,1,1,0,0,2
6,1,6,5,26,1,54600.0,1,1,0,0,1
4,1,10,0,41,1,2280000.0,1,1,0,1,1
6,1,8,3,85,0,132000.0,1,1,0,0,1
6,1,4,6,45,0,40200.0,1,1,0,0,1
8,1,11,6,42,1,233000.0,1,1,0,0,1
6,1,14,6,92,1,15800.0,1,1,0,0,1
8,1,10,6,25,1,41600.0,1,1,0,0,3
6,0,17,6,52,1,1020000.0,1,1,0,0,1
10,1,10,5,34,0,1650000.0,1,1,0,0,1
6,1,3,0,67,1,141000.0,1,1,0,0,1
6,1,9,4,64,0,517000.0,1,1,0,0,1
6,1,9,2,54,1,439000.0,1,1,0,0,1
6,1,10,6,45,1,161000.0,1,1,0,0,1
8,0,12,3,50,0,57500.0,1,0,0,0,1
6,1,9,3,26,0,118000.0,1,1,0,0,1
4,1,12,1,40,0,514000.0,1,1,0,0,1
8,1,10,3,14,1,226.0,1,1,0,0,1
6,1,4,0,46,1,104000.0,1,1,0,0,1
5,0,12,0,94,1,98300.0,1,1,0,0,1
6,1,10,0,15,1,271000.0,1,1,0,0,1
6,1,11,1,29,1,52600.0,1,1,0,0,1
6,0,14,4,46,0,40300.0,1,1,0,0,1
10,0,16,5,38,1,2210000.0,1,1,0,1,1
6,1,7,5,31,1,365000.0,1,1,0,0,1
4,1,14,5,61,0,60900.0,1,1,0,0,1
8,1,15,1,9,1,32200.0,1,1,0,0,1
4,1,10,0,7,0,1050000.0,1,1,0,1,2
6,1,0,0,54,1,16600.0,1,1,0,0,1
6,1,1,5,29,1,222000.0,1,1,0,0,1
