video_category_id,video_trending_country,publish_hour,publish_day_of_week,title_length,tag_count,channel_subscriber_count,video_definition,video_licensed_content,channel_have_hidden_subscribers,is_shorts,reach_level
5,0,4,4,92,1,991000.0,1,1,0,0,3
13,1,16,6,71,1,186000.0,1,1,0,0,2
8,1,23,1,2,1,196.0,1,1,0,0,1
6,1,4,0,83,1,195000.0,1,1,0,0,1
6,1,10,1,88,1,64200.0,1,1,0,0,1
6,1,13,4,54,1,67200.0,1,0,0,0,1
6,1,12,4,61,0,528000.0,1,1,0,0,1
4,0,7,3,97,1,2460000.0,1,1,0,0,1
8,1,14,3,53,1,79200000.0,1,1,0,0,2
8,1,15,1,33,1,31300000.0,1,1,0,1,1
10,0,18,2,25,1,97300000.0,1,1,0,1,3
6,1,10,1,45,1,559000.0,1,1,0,0,1
10,1,21,2,46,1,149000.0,1,1,0,0,2
